Parent Name,Child Name
1019183,5137360
0113202,7519286
5138285,5138648
5256863,7547793
5138286,1543184_SW
7519010,7519908
1333119,5432166
5256864,7547707
1019180_BALL,7547442
1019180_P,7661644
3022712_RUBBER,7520133
3022713_FLANGE,5434334
7516823,7547339
3022286_TEE_BUSHING,5136687
7661637,5522253
5256783,7661123
5264677,5410925
7661637,5633278
5337942,5141837
7547332,5136571
7518906,5522230_INSTALLED
5337392,1543909
7661130,7519844
5138263,7520083
7661637,7518906
5337389,7517510
5337390P,5452441
5138265,7520369
7520147,7556064
5337815,5633278
5337395,7520133
5138266,1543910
3022712,5521499
3022286_TEE_BUSHING,5522230_INSTALLED
7547421,7518906
3022712_RUBBER,5136687
7519070,7556064
7547332,7510504
5337391,7555783
5338674,7547339
7519967,7541925
5337394,7517510
5633122,7520083
5138262,7547442
5633083,5136571
5138261,5452441
5139255,5141837
1021436,5432166
1021435,7520369
7661973,5410925
7661637,5434334
1019308,7519844
3022409_BUSHING,7547707
3022698_RUBBER,7519908
5450972,5254382
5450971,5138293
5452391,5138292
5450189,7519102
5140062,7518143
5140766,7518906
2687412_REF,5137017
5140765,5337428
7519002,5140365
5137418,1241284
7043240,7547421
7519327,5137394
5142129,5138287
7547332,7520464
1543905_SW_XC,5450838
116010_MJP_RTS_PIVOT_WELD,2411099
5334285,5258881
5139172,7547487
5434590,7556565
1543908_XC,7547332
1544014,1021867
7547333,7518954
7044379_BODY_XC,1021568
7555939,2635905
7043241,5450837
7044562_SPRING_XC,1021565
7080394,5138392
1543724_XC,3610030
5141836_ASSY_XC,3514309
7518472,5338663
5142128,5260858
7547423,5338645
5136569,5260858
5434989,5138349
1590457,5337503
1543907_XC,5262396
1590001,116010_MJP_RTS_PIVOT_TUBE
1590460_XC,5138138
7556545,7517510
1543906_SW_XC,7547442
7517786,5521499
7547339,7519844
5414733_XC,5432166
1543184,5434334
5434589,7520369
1590511,7518906
7661130,7520083
5138263,7555783
7661637,7547707
5337389,5141837
5337390P,5410925
5138265,7510504
7520147,7556064
5337815,7547339
5337395,5633278
5138266,5452441_XC
1019188,7519908
5140781,5522230_INSTALLED_XC
1024146_SW,7541925
1019186,7520133
5138449,5136687
5139042,5136571
1241285,1543910_XC
5256849,5265188
5138294,5335719
1019183,5341070
0113202,7547333
5138285,7556559
5256863,7519327
5138286,5341069
7519010,7556153
1333119,7519216
5256864,5265187
5337942,7547423
7547332,7518960
7518906,5140492
5337392,7556545
5139255,7044379_BODY_P_XC
1021436,7044379_SHAFT_P_XC
1021435,7044379_BODY_2_XC
7661973,7045058_XC
7661637,7044562-BODY_XC
1019308,7044562-BODY_2_XC
2635204_P,7044562-ROD_XC
5439309,7556545
5450933,7519212
5338674,7518971
7519967,7556524
5337394,7547442
5633122,5141400
5138262,7547332
5633083,5141020_XC
5138261,5438876
1019180_BALL,7519972
1019180_P,5141836_XC
5264677,5142128
7661637,7547332
7519070,5437618
7547332,3514384
5337391,7556799
5257099,7710444
7547753,7556064
7661637,5410925
5256783,7547339
3022409_BUSHING,5136687
3022698_RUBBER,7520369
3022712_RUBBER,5141837
3022713_FLANGE,5452441_XC
7516823,7519844
3022286_TEE_BUSHING,1543909_XC
5450934,5432166
2635205_P,7661123
5439309,7547707
3022712,5633278
3022286_TEE_BUSHING,7517510
7547421,5522253
3022712_RUBBER,7520133
3022697_RUBBER,7520083
3022409_BUSHING,5136571
5137796,7518906
7061166_STUD,7519908
7547464,5434334
1824380_SW,7547442
7555806,5522230_INSTALLED_XC
1824381_SW,7661644
7061166_STUD,5430011
5137550,3514445
7061166_HOUSING,7710486
7547423,5333285
7061166,5136745
7044120-ROD,1590459
5438460,7518957
7519242,7555918
1824379_SW,7556490
7061165_STUD,5432535
5137551,7518957
7061179_10655BS,5414733_INSTALLED_XC
7547430,7547332
5136910,5136572_XC
7519010,7556175
7519238,7518953
5136910,7547423
7061173_BALL,5137367
7547423,7556563
1824113,7547442
7519015,7519015
5137360,7518971
7044120-JAM-NUT,7556545
7547464,5137360
7043732,7519286
7044120-SPRING-CLIP,5138648
5336578,7547793
7547423,1543184_SW
1824181,7710444
7555806,5450184
5438460,3514384
7519015,7556799
7556212,5254382
7556212,5138293
1823801_QT,5138292
7061173_BALL,7519102
5137569,7518143
7518971,7518906
7061165,5137017
1823802,5337428
7547431,5140365
1824382_SW,1241284
7044120-SPRING-NUT,7547421
5137569,5137394
7518941,5138287
7044120-BODY,7520464
7061165_HOUSING,5450838
5136908-1,2411099
5136908-2,5258881
7566100,7547487
1823917-1,7556565
1823917-2,7547332
5435681,1021867
7566120,7518954
7566110,1021568
5414375-2,2635905
5439301,5450837
5414375-1,1021565
7710401,5138392
5450880,3610030
2010426,3514309
5338007,5338663
1824345,5260858
7547442,5338645
12-26349_1,5260858
7061190_SW,5138349
5450881,5337503
7661624,7061166_STUD
5414938,7061166_HOUSING
40-19091-MACH_2,5137360
5438035,7518971
2010409,7043732
2010409_CAP,7547423
7519755,7044120-SPRING-NUT
1824342,7044120-JAM-NUT
7547332,7518941
18-27618_1,7044120-SPRING-CLIP
5439668,7044120-BODY
7555730,7044120-ROD
5450836,5336578
4015321,7061166
5450542,7547430
5137356,5137550
111007_LCW_1912067_LEVER,7547431
5439575,7061165_STUD
5450862,7061165_HOUSING
41-26345_1,7555806
09-27809_1,7061173_BALL
7556153,7519015
111007_LCW_1912067_MCYL_ASY,7547464
7547405,7547423
2010425,5438460
5450861,5137551
5439576,5137569
22-26344_1,7556212
7512076,5136910
7511848,7547332
5452065,BLUE243
7557059,7556524
5438523,7556130
1824137_SW,7519098
5139006,7547423
2010424,7547650
1824343_SW,7547332
4015245,7520233
7061186_SW,7518906
1824547_SW,7556737
9570127,4015321
7519971,5439576
5258308,2010425
756_JKR_HND_GRD_FINAL_RH,5438035
756_JKR_HAND_GUARD_FINAL,2010409
756_JKR_RUSH_MNT_10,111007_LCW_1912067_MCYL_ASY
756_JKR_RUSH_HND_GRD_MNT_FINAL,2010409_CAP
756_JKR_RUSH_CAP_10,7512076
756_JKR_RUSH_HND_GRD_MNT_02,5450542
756_JKR_HND_GRD_FINAL_RH,5450836
756_JKR_HAND_GUARD_FINAL,5452065
756_JKR_RUSH_MNT_10,7519755
756_JKR_RUSH_HND_GRD_MNT_FINAL,4015245
756_JKR_RUSH_CAP_10,5450862
756_JKR_RUSH_HND_GRD_MNT_02,5439575
5450458,7511848
1204865_P,2010426
5450457,5338007
5813962,7519242
5451094,1824343_SW
5414472,7556153
5452414_2,5139006
5452414_1,5450881
5450461_1,7519971
5450461_2,7061190_SW
2883569A_2,1824547_SW
GAUGE_PCB_BOARD_ASSY_2,7547405
5415589,5450880
4016438_ASSY,7519238
RIBBON_CABLE,5137796
5452364,7061186_SW
SELF_TAPPING_SCREW_M3X6,7547332
4015352,7557059
5258861,7519010
5452248,7547442
5410582,5258308
7621467,5414938
7556034,1824137_SW
5450778,111007_LCW_1912067_LEVER
5438262,12-26349_1
5410582,09-27809_1
5450424,22-26344_1
5438262,18-27618_1
5410582,41-26345_1
5450424,40-19091-MACH_2
5438262,2010424
5258861,7710401
5452248,7661624
5410582,7555730
7621467,5450861
7556034,9570127
5450778,5439668
5438262,2883637
7547601,2883646
5337765,Connector SD/MMC
5337766,IC REG LDO CAP FREE 8-SON
111007_LCW_1912067_LEVER,CAP_TANT_100UF_6.3V
5450862,CAP CER 10UF 10V
7710401,"CONN HEADER FEM 10POS .1"" DL TIN"
1824547_SW,CONNECTOR USB TYPE A
5258307,XTAL 32.768kHz
41-26345_1,Capacitor 1uF 10V Ceramic 10%
5452065,GAUGE_PCB_BOARD
2010409,CRYSTAL 24MHZ 18PF
5439668,Capacitor 0.01uF 16V
1824137_SW,IC USB HS DUAL UART/FIFO 64-LQFP
7519971,CAP 18PF 50V C0G 5%
7519242,SWITCH TACT SPST W/GND SMD
7061186_11040BALL,IC EEPROM 32KBIT 400KHZ SOT23-6
22-26344_1,conn_16pin
5338791,Integrated Power Management Unit
7556153,Low-Power Dual 2-Input Positive-AND Gate
09-27809_1,Resistor 100Kohm 1/16W 1%
5450542,Ferrite Bead 150 Ohm 800mA
40-19091-MACH_2,RES .10 OHM 1/8W 5%
7061186_10544BS,TXRX ETHERNET 10/100 RMII
4015245,IC 4CH ESD SOLUTION W/CLAMP 6SON
5450861,Crystal 25MHz
7556153,TRANS NPN/NPN W/RES 50V SMINI6
5414938,AM335x ARM Cortex-A8
7511848,RJ-45 10/100 W/Magnetics
9570127,Expansion Header
2010425,pcb button
5439575,"Inductor 2.2uH smt 2.6A, 58 mOhm"
12-26349_1,DDR2 RAM 256MB(128Mx16)x1 400MHz
5138674,CONN POWER JACK 2.1MM
5258308,IC USB 2.0 HS HUB CTRLR
7547442,1.5A PWR DIST SWITCH
1824345,Standard LED - SMD Green Clear 569nm
7519755,USB_mini A/B
111007_LCW_1912067_MCYL_ASY,CAP 22PF 5% 100V
5631311,IC EEPROM 2KBIT 2MHZ SOT23-6
5261202,IC BUFF/DVR DL NON-INV
18-27618_1,IC CTLR OVP 28V W/NMOS 6-DFN
5438035,4016438_ICON_04
7547332,4016438_ICON_09
7519097,4016438_COVER2
7555730,4016438_ICON_03
2010426,4016438_ICON_08
5450836,4016438_MODE
5337513,4016438_ICON_06
7547332,4016438_ICON_10
2010409_CAP,4016438_SCREEN
5139006,4016438_ICON_01
7556524,4016438_CENTER
5137796,4016438_ICON_02
5252974,4016438_ICON_07
5450881,4016438_SET
2010424,4016438_COVER1
7661624,4016438_ICON_05
7061186_11040HSG,2010424
4015321,7710401
5438523,7661624
7061186,7555730
5439576,5450861
5137110,9570127
5258307,2010425
5337514,5438035
1824426,2010409
5338007,111007_LCW_1912067_MCYL_ASY
7061190_SW,2010409_CAP
5450880,7512076
7512076,5450542
7061186_11040RACE,5450836
7547423,5452065
5335899,7519755
7547442,4015245
1824233,5450862
7061166_STUD,5439575
1824804_SW,7511848
1823897,2010426
7044120-ROD,5338007
7043732_2,111007_LCW_1912067_LEVER
5136910,12-26349_1
7547431,09-27809_1
5438460,22-26344_1
7519015,18-27618_1
1824801_SW,41-26345_1
7519015,40-19091-MACH_2
7555806,4015321
7061166_HOUSING,5439576
7061165,5439668
5137846,7061186_11040RACE
7061165_HOUSING,7061186_11040BALL
7547423,7061186_11040HSG
7044120-BODY,7061186_10544BS
7518971,5137796
1824802_SW,7519097
7518941,5414938
5137360,5450880
7519246,5258308
5137845,5258307
7044120-SPRING-CLIP,7547332
7547442,5438523
7044120-JAM-NUT,5252974
5438460,5631311
1824803_SW,7519971
1824113_2,5338791
7061165_STUD,5261202
7555806,5137110
7044120-SPRING-NUT,7556153
7547430,7519242
7061166,5450881
7547423,5337513
1823898,5138674
7519246,7556524
5136910,5337514
5136908-1,7547442
5136908-2,5139006
7566100,7061166
1823917-1,7547430
1823917-2,5335899
5435681,5438460
7566120,7547423
7566110,5137845
5414375-2,7555806
5439301,7547442
5414375-1,5136910
7661130,7519015
5138263,7519246
7661637,7547431
5337389,7061165_STUD
5337390P,7061165_HOUSING
5138265,7043732_2
7520147,7044120-JAM-NUT
5337815,7518971
5337395,7044120-SPRING-CLIP
5138266,5137360
1019180_BALL,7518941
1019180_P,7547423
5633385,7044120-SPRING-NUT
5141277,7044120-BODY
5138286,7044120-ROD
7520559,7061166_STUD
1019183,7061166_HOUSING
5633989,7519246
5634116,7547423
5256849,5438460
1023230_SW1,5136910
5452369,7519015
5138285,7555806
7556064,5137846
7188334,7547442
1333119,7547332
7547453,BLUE243
5264150,7556524
5138449,7556130
5454820,7519098
5340890,7547423
7547790,7547650
7519092,7547332
5338674,7520233
7519967,7518906
5337394,7556737
5633122,5137394
5138262,5138287
5633083,5138392
5138261,3610030
3022409_BUSHING,3514309
5137394,6-manifold_solid_brep_107141
5138287,6-manifold_solid_brep_107291
5138392,7547453
3610030,5259792
3514309,5259794
Connector SD/MMC,1020590
IC REG LDO CAP FREE 8-SON,7519121
CAP_TANT_100UF_6.3V,5259793
CAP CER 10UF 10V,7081210
"CONN HEADER FEM 10POS .1"" DL TIN",5339046
CONNECTOR USB TYPE A,5137501
XTAL 32.768kHz,7662251
Capacitor 1uF 10V Ceramic 10%,2634156_PLATE2
GAUGE_PCB_BOARD,2634156_PIN
CRYSTAL 24MHZ 18PF,2634156_PLATE1
Capacitor 0.01uF 16V,2634156_PLATE2
IC USB HS DUAL UART/FIFO 64-LQFP,2634156_PIN
CAP 18PF 50V C0G 5%,2634156_PLATE1
SWITCH TACT SPST W/GND SMD,5450184-RUBBER
IC EEPROM 32KBIT 400KHZ SOT23-6,5450184-WHEEL
conn_16pin,5437630
Integrated Power Management Unit,7710444
Low-Power Dual 2-Input Positive-AND Gate,3514384
Resistor 100Kohm 1/16W 1%,7621501
Ferrite Bead 150 Ohm 800mA,5136570
RES .10 OHM 1/8W 5%,5141279
TXRX ETHERNET 10/100 RMII,7519997
IC 4CH ESD SOLUTION W/CLAMP 6SON,5141475
Crystal 25MHz,5141475
TRANS NPN/NPN W/RES 50V SMINI6,7519997
AM335x ARM Cortex-A8,5141279
RJ-45 10/100 W/Magnetics,5136570
Expansion Header,7621501
pcb button,5139569
"Inductor 2.2uH smt 2.6A, 58 mOhm",5138691
DDR2 RAM 256MB(128Mx16)x1 400MHz,5252098
CONN POWER JACK 2.1MM,5258346
IC USB 2.0 HS HUB CTRLR,5258829
1.5A PWR DIST SWITCH,5258831
Standard LED - SMD Green Clear 569nm,5258817
USB_mini A/B,5258830
CAP 22PF 5% 100V,5140698
IC EEPROM 2KBIT 2MHZ SOT23-6,5256426
IC BUFF/DVR DL NON-INV,1021325
IC CTLR OVP 28V W/NMOS 6-DFN,1022502
4016438_ICON_04,5256856
4016438_ICON_09,1021324
4016438_COVER2,5139282
4016438_ICON_03,5262772
4016438_ICON_08,5139244
4016438_MODE,1240940
4016438_ICON_06,5256850
4016438_ICON_10,1021866
4016438_SCREEN,5256857
4016438_ICON_01,1021579
4016438_CENTER,7547601
4016438_ICON_02,7547601
4016438_ICON_07,5451629
4016438_SET,5140049
4016438_COVER1,7661401
4016438_ICON_05,5261189
7547453,5332797
7519133,5332798
1020782,7662209
7519070,5210991
7547453,5136570
1017851,5141279_XC
7519993,7621501
5414191,5141475_XC
5438971,7519997
5413887,5141475_XC
7547453,5136570
5438969,7621501
7621472,5141279_XC
7661970,7519997
5439062,5437630
5438117,7710444
5632624,3514384
2634156,5450184-RUBBER
5255014,5450184-WHEEL
7518546,5139569
5438970,5138691
5438972,5252098
7621472,5258346
5632624,5258829
5414191,5258831
7547453,5258817
7518546,5258830
5413887,5140698
7661970,5256426
5438117,1021325
2634156,1022502
5439062,5256856
5255015,1021324
7547332,5139282
7518957,5262772
7556175,5139244
5414733_INSTALLED,1240940
5136572,5256850
7518953,1021866
7556545,5256857
7556524,1021579
5438876,7547601
7547332,7547601
5141400,5451629
7519212,5140049
5141020,7661401
7518971,5261189
7547442,5332797
7710444,5332798
5450184,7662209
3514384,5210991
7556799,7061166_STUD
5437618,7061166_HOUSING
3514384,2010424
7556799,7710401
7710444,7661624
7044379_BODY_2,7555730
7044379_SHAFT_P,5450861
7044379_BODY_P,9570127
5136745,111007_LCW_1912067_LEVER
5333285,12-26349_1
1590459,09-27809_1
7556490,22-26344_1
5432535,18-27618_1
7518957,41-26345_1
7555918,40-19091-MACH_2
7044562-ROD,4015321
7044562-BODY,5439576
7044562-BODY_2,5439668
7045058,2637306
5262396,7547453
116010_MJP_RTS_PIVOT_TUBE,1024448
5138138,7520514
5430011,1024201
3514445,5416822
7710486,6-manifold_solid_brep_107141
5142128,6-manifold_solid_brep_107291
7547332,5439668
7519972,2010424
5141836,7710401
5265188,7661624
5335719,7555730
5341070,5450861
7547333,9570127
7556559,111007_LCW_1912067_LEVER
7519327,12-26349_1
5341069,09-27809_1
7556153,22-26344_1
7519216,18-27618_1
5265187,41-26345_1
7547423,40-19091-MACH_2
7518960,4015321
5140492,5439576
7556545,7061166_STUD
7547423,7061166_HOUSING
6-manifold_solid_brep_107141,5260226
6-manifold_solid_brep_107291,5338684
7547453,5338688
5259792,5260223
5259794,5260227
1020590,5338686
7519121,5260224
5259793,5338685
7081210,5260225
5339046,5338687
5137501,5338689
7662251,5260703
2634156_PLATE2,5260560
2634156_PIN,7547747
2634156_PLATE1,5262771
2634156_PLATE2,5260702
2634156_PIN,5260560
2634156_PLATE1,5260556
5450184-RUBBER,5254492
5450184-WHEEL,5139840
5437630,5139936
7710444,5139839
3514384,7520068
7621501,7518617
5136570,5260700
5141279,5261109
7519997,5261135
5141475,5260703
5141475,5260560
7519997,7547747
5141279,5262771
5136570,5260702
7621501,5260560
5139569,5260556
5138691,5254492
5252098,5139840
5258346,5139936
5258829,5139839
5258831,7520068
5258817,7518617
5258830,5260700
5140698,5261109
5256426,5261135
1021325,5439668
1022502,8560171
5256856,7518612
1021324,7519113
5139282,7519298
5262772,2636490
5139244,1024199
1240940,2637118
5256850,7082361
1021866,2636491
5256857,2688858
1021579,7081466
7547601,5437121
7547601,7082026
5451629,7621432
5140049,7519112
7661401,5455488
5261189,5437119
5332797,7547790
5332798,5455206
7662209,7518578
5210991,5455205
5136570,1024200
5141279_XC,5455490A
7621501,7547453
5141475_XC,5455204
7519997,7520711
5141475_XC,5413441
5136570,7621432
7621501,5455207
5141279_XC,7520980
7519997,8560171
5437630,1024202
7710444,5439668
5260226,5454305
5338684,2637022
5338688,7518238
5260223,5454303
5260227,7519112
5338686,7518936
5260224,7670040
5338685,7520865
5260225,8560171
5338687,5140899
5338689,7519298
5260703,1024203
5260560,5453667
7547747,5413441
5262771,7552901
5260702,7189832
5260560,5453670
5260556,2637023
5254492,7518936
5139840,7518238
5139936,7519112
5139839,4011402
7520068,5454306
7518617,5454304
5260700,7080106
5261109,7547889
5261135,2688859
5260703,5455203
5260560,5455202
7547747,5341135
5262771,5341141
5260702,5266229
5260560,5341146
5260556,5341144
5254492,5266373
5139840,5266236
5139936,5341139
5139839,5341140
7520068,5341143
7518617,5341142
5260700,5266231
5261109,5266522
5261135,5266235
5439668,5341148
8560171,5341137
7518612,5341136
7519113,5266232
7519298,5266230
2636490,5341258
1024199,5266234
2637118,5266233
7082361,5266523
2636491,5341138
2688858,5455490
7081466,5266689
5437121,5266239
7082026,5266238
7621432,5266237
7519112,5266739
5454305,1023549
2637022,5414695
7518238,2413077
5454303,5140898
7519112,5341145
7518936,5266240
7670040,5414695
7520865,2413077
8560171,1023550
5140899,5455202
1023549,5141495
5414695,5340575
2413077,5263556
5140898,5263556
5341145,5340576
5266240,5141495
